"","yearmon","dates","firms","MV","BM","prices","Vol","years","RF","RF_m"
"245",Sep 1985,1985-09-02,"TONGYANG",33432.8,2.08,76.67,1.2,"1985-1986",0,0
"246",Sep 1985,1985-09-03,"KIA.MOTORS",178419.9,0.79,125.54,6.6,"1985-1986",0,0
"247",Sep 1985,1985-09-03,"SK.NETWORKS",70174.06,0.65,223.2,1.9,"1985-1986",0,0
"248",Sep 1985,1985-09-03,"TONGYANG",33306.4,2.08,76.38,1.5,"1985-1986",0,0
"249",Sep 1985,1985-09-04,"DONG.A.SOCIO.HOLDINGS",23667.6,1.56,95.88,1,"1985-1986",0,0
"250",Sep 1985,1985-09-04,"DONG.WHA.PHARM.",10006.2,1.43,99.03,3.9,"1985-1986",0,0
"251",Sep 1985,1985-09-04,"KIA.MOTORS",179519.9,0.79,126.32,11.4,"1985-1986",0,0
"252",Sep 1985,1985-09-04,"SK.NETWORKS",69167.94,0.65,220,3.6,"1985-1986",0,0
"253",Sep 1985,1985-09-05,"DONG.A.SOCIO.HOLDINGS",23609.52,1.59,95.65,2.6,"1985-1986",0,0
"254",Sep 1985,1985-09-05,"KIA.MOTORS",177319.9,0.79,124.77,8,"1985-1986",0,0
"255",Sep 1985,1985-09-05,"SK.NETWORKS",68539.13,0.66,218,3.8,"1985-1986",0,0
"256",Sep 1985,1985-09-06,"KIA.MOTORS",175119.9,0.81,123.22,4.5,"1985-1986",0,0
"257",Sep 1985,1985-09-06,"SK.NETWORKS",67721.69,0.67,215.4,2.7,"1985-1986",0,0
"258",Sep 1985,1985-09-06,"TONGYANG",33053.6,2.08,75.8,1.2,"1985-1986",0,0
"259",Sep 1985,1985-09-09,"DONG.A.SOCIO.HOLDINGS",23261.04,1.59,94.24,1.1,"1985-1986",0,0
"260",Sep 1985,1985-09-09,"KIA.MOTORS",174459.9,0.81,122.76,3.1,"1985-1986",0,0
"261",Sep 1985,1985-09-09,"SK.NETWORKS",68602,0.66,218.2,1.4,"1985-1986",0,0
"262",Sep 1985,1985-09-10,"DONG.A.SOCIO.HOLDINGS",23232,1.61,94.12,4.9,"1985-1986",0,0
"263",Sep 1985,1985-09-10,"DONG.WHA.PHARM.",10006.2,1.43,99.03,3.9,"1985-1986",0,0
"264",Sep 1985,1985-09-10,"KIA.MOTORS",175119.9,0.81,123.22,2.5,"1985-1986",0,0
"265",Sep 1985,1985-09-10,"SK.NETWORKS",68916.44,0.66,219.2,1.6,"1985-1986",0,0
"266",Sep 1985,1985-09-10,"TONGYANG",33180,2.08,76.09,1.5,"1985-1986",0,0
"267",Sep 1985,1985-09-11,"DONG.WHA.PHARM.",10104.3,1.41,100,2.3,"1985-1986",0,0
"268",Sep 1985,1985-09-11,"KIA.MOTORS",176000,0.8,123.84,7.3,"1985-1986",0,0
"269",Sep 1985,1985-09-11,"SK.NETWORKS",68224.75,0.66,217,1.7,"1985-1986",0,0
"270",Sep 1985,1985-09-12,"DONG.WHA.PHARM.",10104.3,1.41,100,1.2,"1985-1986",0,0
"271",Sep 1985,1985-09-12,"KIA.MOTORS",175119.9,0.81,123.22,2.4,"1985-1986",0,0
"272",Sep 1985,1985-09-13,"DONG.A.SOCIO.HOLDINGS",23667.6,1.56,95.88,14,"1985-1986",0,0
"273",Sep 1985,1985-09-13,"DONG.WHA.PHARM.",10094.49,1.41,99.9,6.1,"1985-1986",0,0
"274",Sep 1985,1985-09-13,"KIA.MOTORS",173799.9,0.81,122.29,4.1,"1985-1986",0,0
"275",Sep 1985,1985-09-13,"SK.NETWORKS",68099,0.67,216.6,1.9,"1985-1986",0,0
"276",Sep 1985,1985-09-16,"KIA.MOTORS",174239.9,0.81,122.6,2.8,"1985-1986",0,0
"277",Sep 1985,1985-09-16,"SK.NETWORKS",68539.13,0.66,218,1.2,"1985-1986",0,0
"278",Sep 1985,1985-09-16,"TONGYANG",33432.8,2.08,76.67,1.4,"1985-1986",0,0
"279",Sep 1985,1985-09-17,"KIA.MOTORS",174239.9,0.81,122.6,3,"1985-1986",0,0
"280",Sep 1985,1985-09-17,"SK.NETWORKS",68539.13,0.66,218,3.2,"1985-1986",0,0
"281",Sep 1985,1985-09-17,"TONGYANG",33496,2.08,76.81,1,"1985-1986",0,0
"282",Sep 1985,1985-09-18,"DONG.A.SOCIO.HOLDINGS",23261.04,1.59,94.24,1.7,"1985-1986",0,0
"283",Sep 1985,1985-09-18,"KIA.MOTORS",174899.9,0.81,123.07,3.1,"1985-1986",0,0
"284",Sep 1985,1985-09-18,"SK.NETWORKS",68853.56,0.66,219,4.4,"1985-1986",0,0
"285",Sep 1985,1985-09-19,"DONG.A.SOCIO.HOLDINGS",23261.04,1.59,94.24,1.8,"1985-1986",0,0
"286",Sep 1985,1985-09-19,"DONG.WHA.PHARM.",10094.49,1.41,99.9,7.9,"1985-1986",0,0
"287",Sep 1985,1985-09-19,"KIA.MOTORS",175559.9,0.81,123.53,3.2,"1985-1986",0,0
"288",Sep 1985,1985-09-19,"SK.NETWORKS",70739.94,0.64,225,4.4,"1985-1986",0,0
"289",Sep 1985,1985-09-20,"DONG.A.SOCIO.HOLDINGS",23348.16,1.59,94.59,8.4,"1985-1986",0,0
"290",Sep 1985,1985-09-20,"KIA.MOTORS",176000,0.8,123.84,3.7,"1985-1986",0,0
"291",Sep 1985,1985-09-20,"SK.NETWORKS",70425.56,0.65,224,2.5,"1985-1986",0,0
"292",Sep 1985,1985-09-20,"TONGYANG",33496,2.08,76.81,2.1,"1985-1986",0,0
"293",Sep 1985,1985-09-23,"KIA.MOTORS",177099.9,0.8,124.61,5.2,"1985-1986",0,0
"294",Sep 1985,1985-09-23,"SK.NETWORKS",69922.5,0.65,222.4,1.8,"1985-1986",0,0
"295",Sep 1985,1985-09-24,"DONG.A.SOCIO.HOLDINGS",23348.16,1.59,94.59,1.5,"1985-1986",0,0
"296",Sep 1985,1985-09-24,"KIA.MOTORS",176219.9,0.8,123.99,4.4,"1985-1986",0,0
"297",Sep 1985,1985-09-24,"SK.NETWORKS",70174.06,0.65,223.2,1.1,"1985-1986",0,0
"298",Sep 1985,1985-09-24,"TONGYANG",34191.2,2.04,78.41,1.2,"1985-1986",0,0
"299",Sep 1985,1985-09-25,"KIA.MOTORS",177759.9,0.79,125.08,4,"1985-1986",0,0
"300",Sep 1985,1985-09-25,"SK.NETWORKS",70111.19,0.65,223,2.9,"1985-1986",0,0
"301",Sep 1985,1985-09-25,"TONGYANG",34760,2,79.71,2.3,"1985-1986",0,0
"302",Sep 1985,1985-09-26,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,4,"1985-1986",0,0
"303",Sep 1985,1985-09-26,"KIA.MOTORS",180399.9,0.78,126.93,4.8,"1985-1986",0,0
"304",Sep 1985,1985-09-26,"SK.NETWORKS",69482.31,0.65,221,1.7,"1985-1986",0,0
"305",Sep 1985,1985-09-26,"TONGYANG",35076,1.96,80.43,4.5,"1985-1986",0,0
"306",Sep 1985,1985-09-27,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,1.1,"1985-1986",0,0
"307",Sep 1985,1985-09-27,"KIA.MOTORS",182379.9,0.78,128.33,7.6,"1985-1986",0,0
"308",Sep 1985,1985-09-27,"SK.NETWORKS",69482.31,0.65,221,2.3,"1985-1986",0,0
"309",Sep 1985,1985-09-27,"TONGYANG",34760,2,79.71,3.8,"1985-1986",0,0
"310",Sep 1985,1985-09-30,"DONG.A.SOCIO.HOLDINGS",23958,1.56,97.06,1.7,"1985-1986",0,0
"311",Sep 1985,1985-09-30,"DONG.WHA.PHARM.",10202.4,1.39,100.97,19.4,"1985-1986",0,0
"312",Sep 1985,1985-09-30,"KIA.MOTORS",183259.9,0.77,128.95,6,"1985-1986",0,0
"313",Sep 1985,1985-09-30,"SK.NETWORKS",69293.75,0.65,220.4,1.6,"1985-1986",0,0
"314",Sep 1985,1985-09-30,"TONGYANG",34823.2,2,79.86,5.5,"1985-1986",0,0
"315",Oct 1985,1985-10-02,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,1.3,"1985-1986",0,0
"316",Oct 1985,1985-10-02,"KIA.MOTORS",185899.9,0.76,130.8,10.9,"1985-1986",0,0
"317",Oct 1985,1985-10-02,"SK.NETWORKS",69105.06,0.65,219.8,3.7,"1985-1986",0,0
"318",Oct 1985,1985-10-02,"TONGYANG",35392,1.96,81.16,4.5,"1985-1986",0,0
"319",Oct 1985,1985-10-04,"DONG.A.SOCIO.HOLDINGS",24190.32,1.54,98,11.3,"1985-1986",0,0
"320",Oct 1985,1985-10-04,"KIA.MOTORS",185679.9,0.76,130.65,9.2,"1985-1986",0,0
"321",Oct 1985,1985-10-04,"SK.NETWORKS",71368.75,0.63,227,5.4,"1985-1986",0,0
"322",Oct 1985,1985-10-04,"TONGYANG",36656,1.89,84.06,8.1,"1985-1986",0,0
"323",Oct 1985,1985-10-07,"DONG.A.SOCIO.HOLDINGS",24190.32,1.54,98,8.3,"1985-1986",0,0
"324",Oct 1985,1985-10-07,"KIA.MOTORS",182159.9,0.78,128.17,8.2,"1985-1986",0,0
"325",Oct 1985,1985-10-07,"SK.NETWORKS",71683.19,0.63,228,2.7,"1985-1986",0,0
"326",Oct 1985,1985-10-07,"TONGYANG",36213.6,1.92,83.04,7.6,"1985-1986",0,0
"327",Oct 1985,1985-10-08,"KIA.MOTORS",182159.9,0.78,128.17,4.7,"1985-1986",0,0
"328",Oct 1985,1985-10-08,"SK.NETWORKS",71431.63,0.63,227.2,3.4,"1985-1986",0,0
"329",Oct 1985,1985-10-08,"TONGYANG",36213.6,1.92,83.04,5.7,"1985-1986",0,0
"330",Oct 1985,1985-10-10,"DONG.WHA.PHARM.",10398.6,1.37,102.91,5.8,"1985-1986",0,0
"331",Oct 1985,1985-10-10,"KIA.MOTORS",182379.9,0.78,128.33,3.6,"1985-1986",0,0
"332",Oct 1985,1985-10-10,"SK.NETWORKS",70739.94,0.64,225,2.9,"1985-1986",0,0
"333",Oct 1985,1985-10-10,"TONGYANG",36466.4,1.89,83.62,2.4,"1985-1986",0,0
"334",Oct 1985,1985-10-11,"DONG.A.SOCIO.HOLDINGS",23812.8,1.56,96.47,4.2,"1985-1986",0,0
"335",Oct 1985,1985-10-11,"KIA.MOTORS",182379.9,0.78,128.33,3.5,"1985-1986",0,0
"336",Oct 1985,1985-10-11,"SK.NETWORKS",72940.75,0.62,232,8.7,"1985-1986",0,0
"337",Oct 1985,1985-10-11,"TONGYANG",36972,1.89,84.78,4.8,"1985-1986",0,0
"338",Oct 1985,1985-10-14,"KIA.MOTORS",178859.9,0.79,125.85,3.3,"1985-1986",0,0
"339",Oct 1985,1985-10-14,"SK.NETWORKS",71871.81,0.63,228.6,1.7,"1985-1986",0,0
"340",Oct 1985,1985-10-14,"TONGYANG",37288,1.85,85.51,3.6,"1985-1986",0,0
"341",Oct 1985,1985-10-15,"DONG.A.SOCIO.HOLDINGS",23812.8,1.56,96.47,5.3,"1985-1986",0,0
"342",Oct 1985,1985-10-15,"KIA.MOTORS",178199.9,0.79,125.39,4.3,"1985-1986",0,0
"343",Oct 1985,1985-10-15,"SK.NETWORKS",71746.06,0.63,228.2,4.3,"1985-1986",0,0
"344",Oct 1985,1985-10-15,"TONGYANG",36908.8,1.89,84.64,3.2,"1985-1986",0,0
"345",Oct 1985,1985-10-16,"DONG.A.SOCIO.HOLDINGS",23812.8,1.56,96.47,6.8,"1985-1986",0,0
"346",Oct 1985,1985-10-16,"KIA.MOTORS",180399.9,0.78,126.93,5,"1985-1986",0,0
"347",Oct 1985,1985-10-16,"SK.NETWORKS",71808.94,0.63,228.4,2.7,"1985-1986",0,0
"348",Oct 1985,1985-10-16,"TONGYANG",36656,1.89,84.06,2.9,"1985-1986",0,0
"349",Oct 1985,1985-10-17,"DONG.A.SOCIO.HOLDINGS",23987.04,1.54,97.18,5,"1985-1986",0,0
"350",Oct 1985,1985-10-17,"KIA.MOTORS",182599.9,0.78,128.48,8.1,"1985-1986",0,0
"351",Oct 1985,1985-10-17,"SK.NETWORKS",71683.19,0.63,228,5.3,"1985-1986",0,0
"352",Oct 1985,1985-10-17,"TONGYANG",36908.8,1.89,84.64,3.9,"1985-1986",0,0
"353",Oct 1985,1985-10-18,"DONG.A.SOCIO.HOLDINGS",23987.04,1.54,97.18,9.5,"1985-1986",0,0
"354",Oct 1985,1985-10-18,"DONG.WHA.PHARM.",9810,1.45,97.09,1.3,"1985-1986",0,0
"355",Oct 1985,1985-10-18,"KIA.MOTORS",180399.9,0.78,126.93,7.3,"1985-1986",0,0
"356",Oct 1985,1985-10-18,"SK.NETWORKS",71368.75,0.63,227,4.4,"1985-1986",0,0
"357",Oct 1985,1985-10-18,"TONGYANG",36656,1.89,84.06,3.7,"1985-1986",0,0
"358",Oct 1985,1985-10-21,"DONG.A.SOCIO.HOLDINGS",23870.88,1.56,96.71,1.3,"1985-1986",0,0
"359",Oct 1985,1985-10-21,"KIA.MOTORS",179519.9,0.79,126.32,4.6,"1985-1986",0,0
"360",Oct 1985,1985-10-21,"SK.NETWORKS",71117.25,0.64,226.2,3.2,"1985-1986",0,0
"361",Oct 1985,1985-10-21,"TONGYANG",36845.6,1.89,84.49,2.9,"1985-1986",0,0
"362",Oct 1985,1985-10-22,"DONG.A.SOCIO.HOLDINGS",23987.04,1.54,97.18,3.7,"1985-1986",0,0
"363",Oct 1985,1985-10-22,"KIA.MOTORS",180399.9,0.78,126.93,6.1,"1985-1986",0,0
"364",Oct 1985,1985-10-22,"SK.NETWORKS",71557.38,0.63,227.6,3.2,"1985-1986",0,0
"365",Oct 1985,1985-10-22,"TONGYANG",37161.6,1.85,85.22,7.5,"1985-1986",0,0
"366",Oct 1985,1985-10-23,"DONG.A.SOCIO.HOLDINGS",23958,1.56,97.06,3.6,"1985-1986",0,0
"367",Oct 1985,1985-10-23,"KIA.MOTORS",180179.9,0.78,126.78,5.6,"1985-1986",0,0
"368",Oct 1985,1985-10-23,"SK.NETWORKS",71117.25,0.64,226.2,2.8,"1985-1986",0,0
"369",Oct 1985,1985-10-23,"TONGYANG",36972,1.89,84.78,3.2,"1985-1986",0,0
"370",Oct 1985,1985-10-24,"KIA.MOTORS",189199.9,0.75,133.13,10.8,"1985-1986",0,0
"371",Oct 1985,1985-10-24,"SK.NETWORKS",71054.38,0.64,226,4,"1985-1986",0,0
"372",Oct 1985,1985-10-24,"TONGYANG",37288,1.85,85.51,3.9,"1985-1986",0,0
"373",Oct 1985,1985-10-25,"KIA.MOTORS",184799.9,0.76,130.03,7.5,"1985-1986",0,0
"374",Oct 1985,1985-10-25,"SK.NETWORKS",72626.38,0.62,231,3.9,"1985-1986",0,0
"375",Oct 1985,1985-10-25,"TONGYANG",36972,1.89,84.78,4.8,"1985-1986",0,0
"376",Oct 1985,1985-10-28,"DONG.A.SOCIO.HOLDINGS",23812.8,1.56,96.47,10.2,"1985-1986",0,0
"377",Oct 1985,1985-10-28,"KIA.MOTORS",182599.9,0.78,128.48,3.9,"1985-1986",0,0
"378",Oct 1985,1985-10-28,"SK.NETWORKS",71054.38,0.64,226,1.8,"1985-1986",0,0
"379",Oct 1985,1985-10-28,"TONGYANG",37161.6,1.85,85.22,1.1,"1985-1986",0,0
"380",Oct 1985,1985-10-29,"KIA.MOTORS",182599.9,0.78,128.48,15.3,"1985-1986",0,0
"381",Oct 1985,1985-10-29,"SK.NETWORKS",70425.56,0.65,224,2.3,"1985-1986",0,0
"382",Oct 1985,1985-10-29,"TONGYANG",36972,1.89,84.78,2,"1985-1986",0,0
"383",Oct 1985,1985-10-30,"DONG.A.SOCIO.HOLDINGS",23667.6,1.56,95.88,1.9,"1985-1986",0,0
"384",Oct 1985,1985-10-30,"KIA.MOTORS",185899.9,0.76,130.8,9.9,"1985-1986",0,0
"385",Oct 1985,1985-10-30,"SK.NETWORKS",69922.5,0.65,222.4,2.5,"1985-1986",0,0
"386",Oct 1985,1985-10-30,"TONGYANG",37035.2,1.85,84.93,3.6,"1985-1986",0,0
"387",Oct 1985,1985-10-31,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,3.1,"1985-1986",0,0
"388",Oct 1985,1985-10-31,"KIA.MOTORS",186339.9,0.76,131.11,8.5,"1985-1986",0,0
"389",Oct 1985,1985-10-31,"SK.NETWORKS",70299.75,0.65,223.6,2.8,"1985-1986",0,0
"390",Nov 1985,1985-11-01,"KIA.MOTORS",186559.9,0.76,131.27,12.3,"1985-1986",0,0
"391",Nov 1985,1985-11-01,"SK.NETWORKS",70551.31,0.64,224.4,3.3,"1985-1986",0,0
"392",Nov 1985,1985-11-01,"TONGYANG",37035.2,1.85,84.93,1.2,"1985-1986",0,0
"393",Nov 1985,1985-11-04,"KIA.MOTORS",190299.9,0.74,133.9,23.1,"1985-1986",0,0
"394",Nov 1985,1985-11-04,"SK.NETWORKS",69482.31,0.65,221,3.3,"1985-1986",0,0
"395",Nov 1985,1985-11-04,"TONGYANG",37920,1.82,86.96,5.7,"1985-1986",0,0
"396",Nov 1985,1985-11-05,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,2.8,"1985-1986",0,0
"397",Nov 1985,1985-11-05,"KIA.MOTORS",172919.9,0.82,121.67,5.5,"1985-1986",0,0
"398",Nov 1985,1985-11-05,"SK.NETWORKS",67973.19,0.67,216.2,2.4,"1985-1986",0,0
"399",Nov 1985,1985-11-05,"TONGYANG",37288,1.85,85.51,6,"1985-1986",0,0
"400",Nov 1985,1985-11-06,"KIA.MOTORS",175779.9,0.81,123.68,2.9,"1985-1986",0,0
"401",Nov 1985,1985-11-06,"SK.NETWORKS",69482.31,0.65,221,4.7,"1985-1986",0,0
"402",Nov 1985,1985-11-06,"TONGYANG",37604,1.85,86.23,2.2,"1985-1986",0,0
"403",Nov 1985,1985-11-07,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,9,"1985-1986",0,0
"404",Nov 1985,1985-11-07,"KIA.MOTORS",180399.9,0.78,126.93,8.7,"1985-1986",0,0
"405",Nov 1985,1985-11-07,"SK.NETWORKS",70614.19,0.64,224.6,2.6,"1985-1986",0,0
"406",Nov 1985,1985-11-07,"TONGYANG",37730.4,1.82,86.52,4,"1985-1986",0,0
"407",Nov 1985,1985-11-08,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,8.9,"1985-1986",0,0
"408",Nov 1985,1985-11-08,"DONG.WHA.PHARM.",9711.89,1.47,96.12,1.5,"1985-1986",0,0
"409",Nov 1985,1985-11-08,"KIA.MOTORS",179299.9,0.79,126.16,7.2,"1985-1986",0,0
"410",Nov 1985,1985-11-08,"SK.NETWORKS",69985.38,0.65,222.6,2,"1985-1986",0,0
"411",Nov 1985,1985-11-08,"TONGYANG",37793.6,1.82,86.67,4.7,"1985-1986",0,0
"412",Nov 1985,1985-11-11,"KIA.MOTORS",186999.9,0.76,131.58,15.2,"1985-1986",0,0
"413",Nov 1985,1985-11-11,"SK.NETWORKS",70488.44,0.64,224.2,4.1,"1985-1986",0,0
"414",Nov 1985,1985-11-11,"TONGYANG",37920,1.82,86.96,4.9,"1985-1986",0,0
"415",Nov 1985,1985-11-12,"DONG.A.SOCIO.HOLDINGS",23232,1.61,94.12,6.3,"1985-1986",0,0
"416",Nov 1985,1985-11-12,"DONG.WHA.PHARM.",9810,1.45,97.09,84.8,"1985-1986",0,0
"417",Nov 1985,1985-11-12,"KIA.MOTORS",189199.9,0.75,133.13,14.4,"1985-1986",0,0
"418",Nov 1985,1985-11-12,"SK.NETWORKS",70425.56,0.65,224,4.1,"1985-1986",0,0
"419",Nov 1985,1985-11-12,"TONGYANG",38425.6,1.79,88.12,10.7,"1985-1986",0,0
"420",Nov 1985,1985-11-13,"DONG.A.SOCIO.HOLDINGS",23028.71,1.61,93.29,11.4,"1985-1986",0,0
"421",Nov 1985,1985-11-13,"DONG.WHA.PHARM.",9810,1.45,97.09,9.3,"1985-1986",0,0
"422",Nov 1985,1985-11-13,"KIA.MOTORS",200199.9,0.7,140.87,24.6,"1985-1986",0,0
"423",Nov 1985,1985-11-13,"SK.NETWORKS",72311.94,0.62,230,8.6,"1985-1986",0,0
"424",Nov 1985,1985-11-13,"TONGYANG",40195.2,1.72,92.17,28.3,"1985-1986",0,0
"425",Nov 1985,1985-11-14,"DONG.A.SOCIO.HOLDINGS",23232,1.61,94.12,14.7,"1985-1986",0,0
"426",Nov 1985,1985-11-14,"KIA.MOTORS",196239.9,0.72,138.08,20.2,"1985-1986",0,0
"427",Nov 1985,1985-11-14,"SK.NETWORKS",72311.94,0.62,230,9.9,"1985-1986",0,0
"428",Nov 1985,1985-11-14,"TONGYANG",38868,1.79,89.13,6,"1985-1986",0,0
"429",Nov 1985,1985-11-15,"DONG.A.SOCIO.HOLDINGS",23144.88,1.61,93.76,2.8,"1985-1986",0,0
"430",Nov 1985,1985-11-15,"DONG.WHA.PHARM.",9682.46,1.47,95.83,4.1,"1985-1986",0,0
"431",Nov 1985,1985-11-15,"KIA.MOTORS",194699.9,0.72,137,16,"1985-1986",0,0
"432",Nov 1985,1985-11-15,"SK.NETWORKS",73632.44,0.61,234.2,7.3,"1985-1986",0,0
"433",Nov 1985,1985-11-15,"TONGYANG",39247.2,1.75,90,6.9,"1985-1986",0,0
"434",Nov 1985,1985-11-18,"DONG.A.SOCIO.HOLDINGS",23377.2,1.59,94.71,9.6,"1985-1986",0,0
"435",Nov 1985,1985-11-18,"KIA.MOTORS",208779.9,0.68,146.9,49.1,"1985-1986",0,0
"436",Nov 1985,1985-11-18,"SK.NETWORKS",80109.06,0.56,254.8,18.8,"1985-1986",0,0
"437",Nov 1985,1985-11-18,"TONGYANG",38552,1.79,88.41,6.5,"1985-1986",0,0
"438",Nov 1985,1985-11-19,"DONG.A.SOCIO.HOLDINGS",23377.2,1.59,94.71,21.1,"1985-1986",0,0
"439",Nov 1985,1985-11-19,"KIA.MOTORS",201299.9,0.7,141.64,19.9,"1985-1986",0,0
"440",Nov 1985,1985-11-19,"SK.NETWORKS",81618.19,0.56,259.6,29,"1985-1986",0,0
"441",Nov 1985,1985-11-19,"TONGYANG",38552,1.79,88.41,4.9,"1985-1986",0,0
"442",Nov 1985,1985-11-20,"DONG.A.SOCIO.HOLDINGS",23406.24,1.59,94.82,30,"1985-1986",0,0
"443",Nov 1985,1985-11-20,"KIA.MOTORS",196899.9,0.72,138.54,10.3,"1985-1986",0,0
"444",Nov 1985,1985-11-20,"SK.NETWORKS",77216.56,0.59,245.6,10.9,"1985-1986",0,0
"445",Nov 1985,1985-11-20,"TONGYANG",37920,1.82,86.96,5.9,"1985-1986",0,0
"446",Nov 1985,1985-11-21,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,15,"1985-1986",0,0
"447",Nov 1985,1985-11-21,"KIA.MOTORS",194699.9,0.72,137,7.9,"1985-1986",0,0
"448",Nov 1985,1985-11-21,"SK.NETWORKS",74072.63,0.61,235.6,7.2,"1985-1986",0,0
"449",Nov 1985,1985-11-21,"TONGYANG",37730.4,1.82,86.52,2,"1985-1986",0,0
"450",Nov 1985,1985-11-22,"DONG.A.SOCIO.HOLDINGS",23754.71,1.56,96.24,10.7,"1985-1986",0,0
"451",Nov 1985,1985-11-22,"KIA.MOTORS",201519.9,0.7,141.8,11.8,"1985-1986",0,0
"452",Nov 1985,1985-11-22,"SK.NETWORKS",75455.94,0.6,240,4.9,"1985-1986",0,0
"453",Nov 1985,1985-11-22,"TONGYANG",37604,1.85,86.23,1.7,"1985-1986",0,0
"454",Nov 1985,1985-11-25,"DONG.A.SOCIO.HOLDINGS",23754.71,1.56,96.24,9,"1985-1986",0,0
"455",Nov 1985,1985-11-25,"KIA.MOTORS",196899.9,0.72,138.54,7.8,"1985-1986",0,0
"456",Nov 1985,1985-11-25,"SK.NETWORKS",75455.94,0.6,240,3.5,"1985-1986",0,0
"457",Nov 1985,1985-11-25,"TONGYANG",37920,1.82,86.96,3.1,"1985-1986",0,0
"458",Nov 1985,1985-11-26,"DONG.A.SOCIO.HOLDINGS",23754.71,1.56,96.24,3.1,"1985-1986",0,0
"459",Nov 1985,1985-11-26,"DONG.WHA.PHARM.",9123.3,1.56,90.29,2.3,"1985-1986",0,0
"460",Nov 1985,1985-11-26,"KIA.MOTORS",193159.9,0.73,135.91,8.8,"1985-1986",0,0
"461",Nov 1985,1985-11-26,"SK.NETWORKS",75455.94,0.6,240,4.3,"1985-1986",0,0
"462",Nov 1985,1985-11-26,"TONGYANG",37920,1.82,86.96,5.5,"1985-1986",0,0
"463",Nov 1985,1985-11-27,"DONG.A.SOCIO.HOLDINGS",23812.8,1.56,96.47,3.6,"1985-1986",0,0
"464",Nov 1985,1985-11-27,"KIA.MOTORS",204160,0.69,143.65,17.2,"1985-1986",0,0
"465",Nov 1985,1985-11-27,"SK.NETWORKS",75141.56,0.6,239,1.6,"1985-1986",0,0
"466",Nov 1985,1985-11-27,"TONGYANG",38994.4,1.79,89.42,4.8,"1985-1986",0,0
"467",Nov 1985,1985-11-28,"DONG.A.SOCIO.HOLDINGS",23812.8,1.56,96.47,3,"1985-1986",0,0
"468",Nov 1985,1985-11-28,"KIA.MOTORS",206799.9,0.68,145.51,22.3,"1985-1986",0,0
"469",Nov 1985,1985-11-28,"SK.NETWORKS",74827.13,0.61,238,3.8,"1985-1986",0,0
"470",Nov 1985,1985-11-28,"TONGYANG",39816,1.72,91.3,8.5,"1985-1986",0,0
"471",Nov 1985,1985-11-29,"DONG.A.SOCIO.HOLDINGS",23812.8,1.56,96.47,7.6,"1985-1986",0,0
"472",Nov 1985,1985-11-29,"DONG.WHA.PHARM.",9319.5,1.52,92.23,9.2,"1985-1986",0,0
"473",Nov 1985,1985-11-29,"KIA.MOTORS",214499.9,0.66,150.93,21.8,"1985-1986",0,0
"474",Nov 1985,1985-11-29,"SK.NETWORKS",74198.38,0.61,236,3.5,"1985-1986",0,0
"475",Nov 1985,1985-11-29,"TONGYANG",39184,1.75,89.86,2.4,"1985-1986",0,0
"476",Dec 1985,1985-12-02,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,21,"1985-1986",0,0
"477",Dec 1985,1985-12-02,"KIA.MOTORS",230779.9,0.61,162.38,31.9,"1985-1986",0,0
"478",Dec 1985,1985-12-02,"SK.NETWORKS",75141.56,0.6,239,5.7,"1985-1986",0,0
"479",Dec 1985,1985-12-02,"TONGYANG",40321.6,1.72,92.46,13.2,"1985-1986",0,0
"480",Dec 1985,1985-12-03,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,4.4,"1985-1986",0,0
"481",Dec 1985,1985-12-03,"KIA.MOTORS",224619.9,0.63,158.05,26.4,"1985-1986",0,0
"482",Dec 1985,1985-12-03,"SK.NETWORKS",75770.38,0.6,241,6.1,"1985-1986",0,0
"483",Dec 1985,1985-12-03,"TONGYANG",39816,1.72,91.3,3.6,"1985-1986",0,0
"484",Dec 1985,1985-12-04,"DONG.A.SOCIO.HOLDINGS",23667.6,1.56,95.88,15.6,"1985-1986",0,0
"485",Dec 1985,1985-12-04,"KIA.MOTORS",240019.9,0.59,168.89,29.5,"1985-1986",0,0
"486",Dec 1985,1985-12-04,"SK.NETWORKS",80171.94,0.56,255,7.4,"1985-1986",0,0
"487",Dec 1985,1985-12-04,"TONGYANG",39752.8,1.75,91.16,4.1,"1985-1986",0,0
"488",Dec 1985,1985-12-05,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,5.7,"1985-1986",0,0
"489",Dec 1985,1985-12-05,"KIA.MOTORS",255419.9,0.55,179.72,60,"1985-1986",0,0
"490",Dec 1985,1985-12-05,"SK.NETWORKS",84573.56,0.53,269,8.8,"1985-1986",0,0
