"","yearmon","dates","firms","MV","BM","prices","Vol","years","RF","RF_m"
"5066",Nov 1988,1988-11-16,"TORAY.CHEMICAL.KOREA",106240,0.76,260.54,2.1,"1988-1989",0,0
"5067",Nov 1988,1988-11-17,"CJ.LOGISTICS",80499.94,0.88,214.19,2.6,"1988-1989",0,0
"5068",Nov 1988,1988-11-17,"DONG.A.SOCIO.HOLDINGS",67194.94,0.88,261.96,59.8,"1988-1989",0,0
"5069",Nov 1988,1988-11-17,"DONG.WHA.PHARM.",26732,0.85,212.66,70.4,"1988-1989",0,0
"5070",Nov 1988,1988-11-17,"DONGBU.HITEK",28199,0.98,365.02,2.4,"1988-1989",0,0
"5071",Nov 1988,1988-11-17,"GREEN.CROSS.HDG.",31588,0.8,89.24,28.8,"1988-1989",0,0
"5072",Nov 1988,1988-11-17,"KCC",90199.94,0.78,198.1,4.6,"1988-1989",0,0
"5073",Nov 1988,1988-11-17,"KIA.MOTORS",638999.9,0.49,394.62,9.2,"1988-1989",0,0
"5074",Nov 1988,1988-11-17,"LG",680399.9,0.52,415.31,141.5,"1988-1989",0,0
"5075",Nov 1988,1988-11-17,"LG.INTL.",214999.9,0.41,680.47,46.4,"1988-1989",0,0
"5076",Nov 1988,1988-11-17,"LS",154999.9,0.63,290.98,21.8,"1988-1989",0,0
"5077",Nov 1988,1988-11-17,"POSCO",2657507,0.67,73.43,140,"1988-1989",0,0
"5078",Nov 1988,1988-11-17,"SG.CHOONGBANG",75319.94,1.23,399.96,5.7,"1988-1989",0,0
"5079",Nov 1988,1988-11-17,"SK.NETWORKS",158351.7,0.76,618.24,1.7,"1988-1989",0,0
"5080",Nov 1988,1988-11-18,"DONG.A.SOCIO.HOLDINGS",67194.94,0.88,261.96,13.6,"1988-1989",0,0
"5081",Nov 1988,1988-11-18,"DONG.WHA.PHARM.",26895,0.85,213.96,139.5,"1988-1989",0,0
"5082",Nov 1988,1988-11-18,"GREEN.CROSS.HDG.",31482,0.81,88.94,4.2,"1988-1989",0,0
"5083",Nov 1988,1988-11-18,"KCC",91079.94,0.77,200.04,6.3,"1988-1989",0,0
"5084",Nov 1988,1988-11-18,"KIA.MOTORS",644999.9,0.49,398.32,5.5,"1988-1989",0,0
"5085",Nov 1988,1988-11-18,"LG",690119.6,0.51,421.24,126.1,"1988-1989",0,0
"5086",Nov 1988,1988-11-18,"LG.INTL.",221999.9,0.4,702.62,91.7,"1988-1989",0,0
"5087",Nov 1988,1988-11-18,"LS",158999.9,0.61,298.49,26.6,"1988-1989",0,0
"5088",Nov 1988,1988-11-18,"POSCO",2674990,0.67,73.91,45.5,"1988-1989",0,0
"5089",Nov 1988,1988-11-18,"SG.CHOONGBANG",75599.94,1.23,401.45,2.2,"1988-1989",0,0
"5090",Nov 1988,1988-11-18,"SK.NETWORKS",159633.9,0.76,623.24,1.9,"1988-1989",0,0
"5091",Nov 1988,1988-11-21,"DONG.A.SOCIO.HOLDINGS",67949.94,0.88,264.91,28.2,"1988-1989",0,0
"5092",Nov 1988,1988-11-21,"DONG.WHA.PHARM.",26895,0.85,213.96,106,"1988-1989",0,0
"5093",Nov 1988,1988-11-21,"DONGBU.HITEK",27680,1,358.3,1.1,"1988-1989",0,0
"5094",Nov 1988,1988-11-21,"GREEN.CROSS.HDG.",31800,0.79,89.84,10.6,"1988-1989",0,0
"5095",Nov 1988,1988-11-21,"KCC",93719.94,0.75,205.83,13,"1988-1989",0,0
"5096",Nov 1988,1988-11-21,"KIA.MOTORS",650999.9,0.48,402.03,6.5,"1988-1989",0,0
"5097",Nov 1988,1988-11-21,"LG",703079.4,0.5,429.15,152.1,"1988-1989",0,0
"5098",Nov 1988,1988-11-21,"LG.INTL.",222999.9,0.4,705.79,60.8,"1988-1989",0,0
"5099",Nov 1988,1988-11-21,"LS",160000,0.61,300.36,12.7,"1988-1989",0,0
"5100",Nov 1988,1988-11-21,"POSCO",2692473,0.66,74.4,101.7,"1988-1989",0,0
"5101",Nov 1988,1988-11-21,"SG.CHOONGBANG",75599.94,1.23,401.45,5.4,"1988-1989",0,0
"5102",Nov 1988,1988-11-21,"SK.NETWORKS",159633.9,0.76,623.24,1.8,"1988-1989",0,0
"5103",Nov 1988,1988-11-21,"TONGYANG",146930.9,0.72,368.42,1.5,"1988-1989",0,0
"5104",Nov 1988,1988-11-22,"DONG.A.SOCIO.HOLDINGS",67194.94,0.88,261.96,40.4,"1988-1989",0,0
"5105",Nov 1988,1988-11-22,"DONG.WHA.PHARM.",26243,0.88,208.77,41.3,"1988-1989",0,0
"5106",Nov 1988,1988-11-22,"DONGBU.HITEK",27161,1.01,351.58,1.3,"1988-1989",0,0
"5107",Nov 1988,1988-11-22,"GREEN.CROSS.HDG.",31800,0.79,89.84,82.6,"1988-1989",0,0
"5108",Nov 1988,1988-11-22,"KCC",95479.94,0.74,209.7,42.7,"1988-1989",0,0
"5109",Nov 1988,1988-11-22,"KIA.MOTORS",641999.9,0.49,396.47,6.4,"1988-1989",0,0
"5110",Nov 1988,1988-11-22,"LG",703079.4,0.5,429.15,170,"1988-1989",0,0
"5111",Nov 1988,1988-11-22,"LG.INTL.",221999.9,0.4,702.62,70.1,"1988-1989",0,0
"5112",Nov 1988,1988-11-22,"LS",158999.9,0.61,298.49,23,"1988-1989",0,0
"5113",Nov 1988,1988-11-22,"POSCO",2683731,0.66,74.15,160,"1988-1989",0,0
"5114",Nov 1988,1988-11-22,"SG.CHOONGBANG",75599.94,1.23,401.45,5.2,"1988-1989",0,0
"5115",Nov 1988,1988-11-22,"SK.NETWORKS",158992.8,0.76,620.74,2.6,"1988-1989",0,0
"5116",Nov 1988,1988-11-23,"CJ.LOGISTICS",82799.94,0.85,220.31,2.2,"1988-1989",0,0
"5117",Nov 1988,1988-11-23,"DONG.A.SOCIO.HOLDINGS",66062.44,0.9,257.55,42,"1988-1989",0,0
"5118",Nov 1988,1988-11-23,"DONG.WHA.PHARM.",27058,0.85,215.25,290.4,"1988-1989",0,0
"5119",Nov 1988,1988-11-23,"GREEN.CROSS.HDG.",33178,0.76,93.73,12.1,"1988-1989",0,0
"5120",Nov 1988,1988-11-23,"KCC",95479.94,0.74,209.7,25.7,"1988-1989",0,0
"5121",Nov 1988,1988-11-23,"KIA.MOTORS",644999.9,0.49,398.32,10.6,"1988-1989",0,0
"5122",Nov 1988,1988-11-23,"LG",699839.9,0.5,427.18,185.9,"1988-1989",0,0
"5123",Nov 1988,1988-11-23,"LG.INTL.",219999.9,0.41,696.29,67.2,"1988-1989",0,0
"5124",Nov 1988,1988-11-23,"LS",155999.9,0.62,292.85,14.3,"1988-1989",0,0
"5125",Nov 1988,1988-11-23,"POSCO",2674990,0.67,73.91,65.3,"1988-1989",0,0
"5126",Nov 1988,1988-11-23,"SG.CHOONGBANG",75039.94,1.25,398.47,7.2,"1988-1989",0,0
"5127",Nov 1988,1988-11-23,"SK.NETWORKS",158992.8,0.76,620.74,2.6,"1988-1989",0,0
"5128",Nov 1988,1988-11-23,"TONGYANG",148981.1,0.71,373.56,1.1,"1988-1989",0,0
"5129",Nov 1988,1988-11-24,"DAEHAN.SYNTHETIC.FIBER",32536,1.92,507.12,1.5,"1988-1989",0,0
"5130",Nov 1988,1988-11-24,"DONG.A.SOCIO.HOLDINGS",64930,0.92,253.13,13.3,"1988-1989",0,0
"5131",Nov 1988,1988-11-24,"DONGBU.HITEK",27334,1.01,353.82,1.1,"1988-1989",0,0
"5132",Nov 1988,1988-11-24,"GREEN.CROSS.HDG.",33390,0.76,94.33,21.6,"1988-1989",0,0
"5133",Nov 1988,1988-11-24,"KCC",95479.94,0.74,209.7,24.1,"1988-1989",0,0
"5134",Nov 1988,1988-11-24,"KIA.MOTORS",656999.9,0.48,405.73,18.3,"1988-1989",0,0
"5135",Nov 1988,1988-11-24,"LG",706319.4,0.5,431.13,262.9,"1988-1989",0,0
"5136",Nov 1988,1988-11-24,"LG.INTL.",219999.9,0.41,696.29,94.2,"1988-1989",0,0
"5137",Nov 1988,1988-11-24,"LS",162999.9,0.6,306,68.8,"1988-1989",0,0
"5138",Nov 1988,1988-11-24,"POSCO",2674990,0.67,73.91,124.9,"1988-1989",0,0
"5139",Nov 1988,1988-11-24,"SG.CHOONGBANG",78399.94,1.19,416.31,12.8,"1988-1989",0,0
"5140",Nov 1988,1988-11-24,"SK.NETWORKS",157710.6,0.76,615.73,3.1,"1988-1989",0,0
"5141",Nov 1988,1988-11-24,"TONGYANG",148297.8,0.71,371.85,2.3,"1988-1989",0,0
"5142",Nov 1988,1988-11-25,"CJ.LOGISTICS",87399.94,0.81,232.55,1.6,"1988-1989",0,0
"5143",Nov 1988,1988-11-25,"DONG.A.SOCIO.HOLDINGS",65307.48,0.92,254.6,29.4,"1988-1989",0,0
"5144",Nov 1988,1988-11-25,"DONG.WHA.PHARM.",26895,0.85,213.96,145.7,"1988-1989",0,0
"5145",Nov 1988,1988-11-25,"DONGBU.HITEK",27680,1,358.3,1.8,"1988-1989",0,0
"5146",Nov 1988,1988-11-25,"GREEN.CROSS.HDG.",34768,0.73,98.23,26.5,"1988-1989",0,0
"5147",Nov 1988,1988-11-25,"KCC",99879.94,0.7,219.36,39.2,"1988-1989",0,0
"5148",Nov 1988,1988-11-25,"KIA.MOTORS",659999.9,0.48,407.59,14.5,"1988-1989",0,0
"5149",Nov 1988,1988-11-25,"LG",716039.8,0.49,437.07,272.2,"1988-1989",0,0
"5150",Nov 1988,1988-11-25,"LG.INTL.",226999.9,0.39,718.45,123.2,"1988-1989",0,0
"5151",Nov 1988,1988-11-25,"LS",160000,0.61,300.36,21.8,"1988-1989",0,0
"5152",Nov 1988,1988-11-25,"POSCO",2709957,0.66,74.88,106.4,"1988-1989",0,0
"5153",Nov 1988,1988-11-25,"SG.CHOONGBANG",79519.94,1.18,422.26,18.1,"1988-1989",0,0
"5154",Nov 1988,1988-11-25,"SK.NETWORKS",160916.1,0.75,628.25,8.5,"1988-1989",0,0
"5155",Nov 1988,1988-11-25,"TONGYANG",148981.1,0.71,373.56,1.5,"1988-1989",0,0
"5156",Nov 1988,1988-11-25,"TORAY.CHEMICAL.KOREA",117760,0.68,288.79,2,"1988-1989",0,0
"5157",Nov 1988,1988-11-28,"DONG.A.SOCIO.HOLDINGS",67572.44,0.88,263.43,64.6,"1988-1989",0,0
"5158",Nov 1988,1988-11-28,"DONG.WHA.PHARM.",26569,0.86,211.36,68.2,"1988-1989",0,0
"5159",Nov 1988,1988-11-28,"DONGBU.HITEK",28026,0.98,362.78,3.4,"1988-1989",0,0
"5160",Nov 1988,1988-11-28,"GREEN.CROSS.HDG.",35510,0.71,100.32,13.3,"1988-1989",0,0
"5161",Nov 1988,1988-11-28,"GS.GLOBAL",93337.94,0.58,638.26,1.2,"1988-1989",0,0
"5162",Nov 1988,1988-11-28,"KCC",101199.9,0.69,222.26,26.9,"1988-1989",0,0
"5163",Nov 1988,1988-11-28,"KIA.MOTORS",653999.9,0.48,403.88,13,"1988-1989",0,0
"5164",Nov 1988,1988-11-28,"LG",712799.6,0.49,435.09,110.7,"1988-1989",0,0
"5165",Nov 1988,1988-11-28,"LG.INTL.",225999.9,0.4,715.28,130.2,"1988-1989",0,0
"5166",Nov 1988,1988-11-28,"LS",163999.9,0.59,307.87,37.6,"1988-1989",0,0
"5167",Nov 1988,1988-11-28,"POSCO",2753666,0.65,76.09,147.4,"1988-1989",0,0
"5168",Nov 1988,1988-11-28,"SG.CHOONGBANG",77839.94,1.2,413.34,8.7,"1988-1989",0,0
"5169",Nov 1988,1988-11-28,"SK.NETWORKS",170532.6,0.71,665.79,5.5,"1988-1989",0,0
"5170",Nov 1988,1988-11-28,"TONGYANG",150347.9,0.7,376.99,2.7,"1988-1989",0,0
"5171",Nov 1988,1988-11-28,"TORAY.CHEMICAL.KOREA",117760,0.68,288.79,1.8,"1988-1989",0,0
"5172",Nov 1988,1988-11-29,"CJ.LOGISTICS",89699.94,0.79,238.67,2,"1988-1989",0,0
"5173",Nov 1988,1988-11-29,"DONG.A.SOCIO.HOLDINGS",67572.44,0.88,263.43,60.7,"1988-1989",0,0
"5174",Nov 1988,1988-11-29,"DONG.WHA.PHARM.",26080,0.88,207.47,74.8,"1988-1989",0,0
"5175",Nov 1988,1988-11-29,"GREEN.CROSS.HDG.",35510,0.71,100.32,12.9,"1988-1989",0,0
"5176",Nov 1988,1988-11-29,"KCC",103399.9,0.68,227.09,14.7,"1988-1989",0,0
"5177",Nov 1988,1988-11-29,"KIA.MOTORS",677999.9,0.47,418.7,12.3,"1988-1989",0,0
"5178",Nov 1988,1988-11-29,"LG",725759.4,0.48,443,274.5,"1988-1989",0,0
"5179",Nov 1988,1988-11-29,"LG.INTL.",232999.9,0.38,737.44,73,"1988-1989",0,0
"5180",Nov 1988,1988-11-29,"LS",164999.9,0.59,309.75,46.3,"1988-1989",0,0
"5181",Nov 1988,1988-11-29,"POSCO",2867310,0.62,79.23,159,"1988-1989",0,0
"5182",Nov 1988,1988-11-29,"SG.CHOONGBANG",78399.94,1.19,416.31,6.7,"1988-1989",0,0
"5183",Nov 1988,1988-11-29,"SK.NETWORKS",176943.6,0.68,690.82,4.5,"1988-1989",0,0
"5184",Nov 1988,1988-11-29,"TONGYANG",157181.9,0.68,394.12,1.4,"1988-1989",0,0
"5185",Nov 1988,1988-11-29,"TORAY.CHEMICAL.KOREA",117760,0.68,288.79,2.2,"1988-1989",0,0
"5186",Nov 1988,1988-11-30,"CJ.LOGISTICS",91539.94,0.77,243.57,2.2,"1988-1989",0,0
"5187",Nov 1988,1988-11-30,"DONG.A.SOCIO.HOLDINGS",67572.44,0.88,263.43,30,"1988-1989",0,0
"5188",Nov 1988,1988-11-30,"DONG.WHA.PHARM.",25917,0.88,206.18,28.9,"1988-1989",0,0
"5189",Nov 1988,1988-11-30,"DONGBU.HITEK",27680,1,358.3,1.3,"1988-1989",0,0
"5190",Nov 1988,1988-11-30,"GREEN.CROSS.HDG.",35828,0.7,101.22,1.9,"1988-1989",0,0
"5191",Nov 1988,1988-11-30,"GS.GLOBAL",96228.94,0.56,658.03,1.4,"1988-1989",0,0
"5192",Nov 1988,1988-11-30,"KCC",102959.9,0.68,226.13,22,"1988-1989",0,0
"5193",Nov 1988,1988-11-30,"KIA.MOTORS",665999.9,0.47,411.29,20.4,"1988-1989",0,0
"5194",Nov 1988,1988-11-30,"LG",719279.9,0.49,439.04,166.8,"1988-1989",0,0
"5195",Nov 1988,1988-11-30,"LG.INTL.",229999.9,0.39,727.94,126.4,"1988-1989",0,0
"5196",Nov 1988,1988-11-30,"LS",160000,0.61,300.36,37,"1988-1989",0,0
"5197",Nov 1988,1988-11-30,"POSCO",2797375,0.64,77.29,121.8,"1988-1989",0,0
"5198",Nov 1988,1988-11-30,"SG.CHOONGBANG",77279.94,1.2,410.37,6,"1988-1989",0,0
"5199",Nov 1988,1988-11-30,"SK.NETWORKS",181431.3,0.67,708.34,29.5,"1988-1989",0,0
"5200",Nov 1988,1988-11-30,"TONGYANG",159232.1,0.67,399.26,5,"1988-1989",0,0
"5201",Nov 1988,1988-11-30,"TORAY.CHEMICAL.KOREA",117760,0.68,288.79,1.3,"1988-1989",0,0
"5202",Dec 1988,1988-12-01,"DONG.A.SOCIO.HOLDINGS",66817.44,0.89,260.49,8.1,"1988-1989",0,0
"5203",Dec 1988,1988-12-01,"DONG.WHA.PHARM.",25428,0.9,202.29,51.2,"1988-1989",0,0
"5204",Dec 1988,1988-12-01,"KCC",101639.9,0.69,223.23,10.1,"1988-1989",0,0
"5205",Dec 1988,1988-12-01,"KIA.MOTORS",665999.9,0.47,411.29,7.5,"1988-1989",0,0
"5206",Dec 1988,1988-12-01,"LG",712799.6,0.49,435.09,184.1,"1988-1989",0,0
"5207",Dec 1988,1988-12-01,"LG.INTL.",227999.9,0.39,721.61,48.3,"1988-1989",0,0
"5208",Dec 1988,1988-12-01,"LS",160000,0.61,300.36,10.1,"1988-1989",0,0
"5209",Dec 1988,1988-12-01,"POSCO",2753666,0.65,76.09,80,"1988-1989",0,0
"5210",Dec 1988,1988-12-01,"SG.CHOONGBANG",77279.94,1.2,410.37,2.8,"1988-1989",0,0
"5211",Dec 1988,1988-12-01,"SK.NETWORKS",176943.6,0.68,690.82,9,"1988-1989",0,0
"5212",Dec 1988,1988-12-01,"TONGYANG",159915.6,0.66,400.98,2.1,"1988-1989",0,0
"5213",Dec 1988,1988-12-02,"CJ.LOGISTICS",91079.94,0.78,242.34,1.3,"1988-1989",0,0
"5214",Dec 1988,1988-12-02,"DONG.A.SOCIO.HOLDINGS",66062.44,0.9,257.55,34,"1988-1989",0,0
"5215",Dec 1988,1988-12-02,"DONG.WHA.PHARM.",25102,0.92,199.69,11.8,"1988-1989",0,0
"5216",Dec 1988,1988-12-02,"DONGBU.HITEK",27680,1,358.3,1.7,"1988-1989",0,0
"5217",Dec 1988,1988-12-02,"KCC",101199.9,0.69,222.26,39,"1988-1989",0,0
"5218",Dec 1988,1988-12-02,"KIA.MOTORS",668999.9,0.47,413.14,16,"1988-1989",0,0
"5219",Dec 1988,1988-12-02,"LG",712799.6,0.49,435.09,287.6,"1988-1989",0,0
"5220",Dec 1988,1988-12-02,"LG.INTL.",226999.9,0.39,718.45,60.7,"1988-1989",0,0
"5221",Dec 1988,1988-12-02,"LS",158999.9,0.61,298.49,37,"1988-1989",0,0
"5222",Dec 1988,1988-12-02,"POSCO",2779892,0.64,76.81,181.9,"1988-1989",0,0
"5223",Dec 1988,1988-12-02,"SG.CHOONGBANG",76719.94,1.22,407.39,5.4,"1988-1989",0,0
"5224",Dec 1988,1988-12-02,"SK.NETWORKS",177584.6,0.68,693.33,16.1,"1988-1989",0,0
"5225",Dec 1988,1988-12-02,"TONGYANG",161965.8,0.65,406.12,4.5,"1988-1989",0,0
"5226",Dec 1988,1988-12-02,"TORAY.CHEMICAL.KOREA",115840,0.69,284.08,1.1,"1988-1989",0,0
"5227",Dec 1988,1988-12-05,"DAEHAN.SYNTHETIC.FIBER",35856,1.75,558.87,6.6,"1988-1989",0,0
"5228",Dec 1988,1988-12-05,"DONG.A.SOCIO.HOLDINGS",65684.94,0.91,256.08,62.1,"1988-1989",0,0
"5229",Dec 1988,1988-12-05,"DONG.WHA.PHARM.",25428,0.9,202.29,8.1,"1988-1989",0,0
"5230",Dec 1988,1988-12-05,"GREEN.CROSS.HDG.",33920,0.75,95.83,10.2,"1988-1989",0,0
"5231",Dec 1988,1988-12-05,"GS.GLOBAL",98293.94,0.55,672.15,1,"1988-1989",0,0
"5232",Dec 1988,1988-12-05,"KCC",101199.9,0.69,222.26,19.3,"1988-1989",0,0
"5233",Dec 1988,1988-12-05,"KIA.MOTORS",698999.8,0.45,431.67,10.4,"1988-1989",0,0
"5234",Dec 1988,1988-12-05,"LG",712799.6,0.49,435.09,233.2,"1988-1989",0,0
"5235",Dec 1988,1988-12-05,"LG.INTL.",234999.9,0.38,743.77,113.2,"1988-1989",0,0
"5236",Dec 1988,1988-12-05,"LS",158999.9,0.61,298.49,32.7,"1988-1989",0,0
"5237",Dec 1988,1988-12-05,"POSCO",2867310,0.62,79.23,152.9,"1988-1989",0,0
"5238",Dec 1988,1988-12-05,"SG.CHOONGBANG",77839.94,1.2,413.34,10.5,"1988-1989",0,0
"5239",Dec 1988,1988-12-05,"SK.NETWORKS",176943.6,0.68,690.82,8.6,"1988-1989",0,0
"5240",Dec 1988,1988-12-05,"TORAY.CHEMICAL.KOREA",117760,0.68,288.79,8,"1988-1989",0,0
"5241",Dec 1988,1988-12-06,"CJ.LOGISTICS",94299.94,0.75,250.91,4.1,"1988-1989",0,0
"5242",Dec 1988,1988-12-06,"DAEHAN.SYNTHETIC.FIBER",36918.4,1.69,575.43,1.8,"1988-1989",0,0
"5243",Dec 1988,1988-12-06,"DONG.A.SOCIO.HOLDINGS",66817.44,0.89,260.49,92.3,"1988-1989",0,0
"5244",Dec 1988,1988-12-06,"DONG.WHA.PHARM.",26406,0.87,210.07,70.7,"1988-1989",0,0
"5245",Dec 1988,1988-12-06,"DONGBU.HITEK",28199,0.98,365.02,1.5,"1988-1989",0,0
"5246",Dec 1988,1988-12-06,"GREEN.CROSS.HDG.",33920,0.75,95.83,9.5,"1988-1989",0,0
"5247",Dec 1988,1988-12-06,"GS.GLOBAL",99945.94,0.54,683.45,1.5,"1988-1989",0,0
"5248",Dec 1988,1988-12-06,"KCC",102079.9,0.68,224.2,6.4,"1988-1989",0,0
"5249",Dec 1988,1988-12-06,"KIA.MOTORS",728999.5,0.43,450.2,33.4,"1988-1989",0,0
"5250",Dec 1988,1988-12-06,"LG",716039.8,0.49,437.07,373.5,"1988-1989",0,0
"5251",Dec 1988,1988-12-06,"LG.INTL.",237999.9,0.38,753.26,219.2,"1988-1989",0,0
"5252",Dec 1988,1988-12-06,"LS",157999.9,0.62,296.61,37.1,"1988-1989",0,0
"5253",Dec 1988,1988-12-06,"POSCO",2849826,0.62,78.74,118.3,"1988-1989",0,0
"5254",Dec 1988,1988-12-06,"SG.CHOONGBANG",77279.94,1.2,410.37,7.8,"1988-1989",0,0
"5255",Dec 1988,1988-12-06,"SK.NETWORKS",178225.8,0.68,695.83,20.7,"1988-1989",0,0
"5256",Dec 1988,1988-12-06,"TONGYANG",170166.6,0.62,426.68,1.6,"1988-1989",0,0
"5257",Dec 1988,1988-12-07,"CJ.LOGISTICS",91999.94,0.77,244.79,3.7,"1988-1989",0,0
"5258",Dec 1988,1988-12-07,"DAEHAN.SYNTHETIC.FIBER",38113.6,1.64,594.06,1.5,"1988-1989",0,0
"5259",Dec 1988,1988-12-07,"DONG.A.SOCIO.HOLDINGS",66817.44,0.89,260.49,38.8,"1988-1989",0,0
"5260",Dec 1988,1988-12-07,"DONG.WHA.PHARM.",26080,0.88,207.47,32.1,"1988-1989",0,0
"5261",Dec 1988,1988-12-07,"DONGBU.HITEK",28545,0.96,369.49,3.8,"1988-1989",0,0
"5262",Dec 1988,1988-12-07,"GREEN.CROSS.HDG.",33390,0.76,94.33,14,"1988-1989",0,0
"5263",Dec 1988,1988-12-07,"GS.GLOBAL",101597.9,0.53,694.75,1.6,"1988-1989",0,0
"5264",Dec 1988,1988-12-07,"KCC",104279.9,0.67,229.03,32.5,"1988-1989",0,0
"5265",Dec 1988,1988-12-07,"KIA.MOTORS",740999.8,0.43,457.61,43.9,"1988-1989",0,0
"5266",Dec 1988,1988-12-07,"LG",748439.4,0.47,456.84,397,"1988-1989",0,0
"5267",Dec 1988,1988-12-07,"LG.INTL.",242999.9,0.37,769.09,126.3,"1988-1989",0,0
"5268",Dec 1988,1988-12-07,"LS",160000,0.61,300.36,95.2,"1988-1989",0,0
"5269",Dec 1988,1988-12-07,"POSCO",2884793,0.62,79.71,165.6,"1988-1989",0,0
"5270",Dec 1988,1988-12-07,"SG.CHOONGBANG",77839.94,1.2,413.34,16.5,"1988-1989",0,0
"5271",Dec 1988,1988-12-07,"SK.NETWORKS",177584.6,0.68,693.33,21.1,"1988-1989",0,0
"5272",Dec 1988,1988-12-07,"TONGYANG",172900.2,0.61,433.54,3.4,"1988-1989",0,0
"5273",Dec 1988,1988-12-07,"TORAY.CHEMICAL.KOREA",116480,0.69,285.65,3.1,"1988-1989",0,0
"5274",Dec 1988,1988-12-08,"CJ.LOGISTICS",91999.94,0.77,244.79,6,"1988-1989",0,0
"5275",Dec 1988,1988-12-08,"DAEHAN.SYNTHETIC.FIBER",37715.2,1.67,587.85,1.1,"1988-1989",0,0
"5276",Dec 1988,1988-12-08,"DONG.A.SOCIO.HOLDINGS",67194.94,0.88,261.96,116.7,"1988-1989",0,0
"5277",Dec 1988,1988-12-08,"DONG.WHA.PHARM.",26895,0.85,213.96,52.7,"1988-1989",0,0
"5278",Dec 1988,1988-12-08,"DONGBU.HITEK",28718,0.96,371.73,3.6,"1988-1989",0,0
"5279",Dec 1988,1988-12-08,"GREEN.CROSS.HDG.",33390,0.76,94.33,1.1,"1988-1989",0,0
"5280",Dec 1988,1988-12-08,"GS.GLOBAL",102010.9,0.53,697.57,1,"1988-1989",0,0
"5281",Dec 1988,1988-12-08,"KCC",104279.9,0.67,229.03,9.7,"1988-1989",0,0
"5282",Dec 1988,1988-12-08,"KIA.MOTORS",728999.5,0.43,450.2,17.9,"1988-1989",0,0
"5283",Dec 1988,1988-12-08,"LG",751679.6,0.47,458.82,242.2,"1988-1989",0,0
"5284",Dec 1988,1988-12-08,"LG.INTL.",243999.9,0.37,772.25,175.5,"1988-1989",0,0
"5285",Dec 1988,1988-12-08,"LS",164999.9,0.59,309.75,102.8,"1988-1989",0,0
"5286",Dec 1988,1988-12-08,"POSCO",2893535,0.62,79.95,221.2,"1988-1989",0,0
"5287",Dec 1988,1988-12-08,"SG.CHOONGBANG",81199.94,1.15,431.18,16.9,"1988-1989",0,0
"5288",Dec 1988,1988-12-08,"SK.NETWORKS",178866.8,0.68,698.33,10.8,"1988-1989",0,0
"5289",Dec 1988,1988-12-08,"TORAY.CHEMICAL.KOREA",117760,0.68,288.79,3.2,"1988-1989",0,0
"5290",Dec 1988,1988-12-09,"DONG.A.SOCIO.HOLDINGS",69837.44,0.85,272.26,32.6,"1988-1989",0,0
"5291",Dec 1988,1988-12-09,"DONG.WHA.PHARM.",28199,0.81,224.33,104.6,"1988-1989",0,0
"5292",Dec 1988,1988-12-09,"GS.GLOBAL",100358.9,0.54,686.27,1.2,"1988-1989",0,0
"5293",Dec 1988,1988-12-09,"KCC",104719.9,0.67,229.99,48.3,"1988-1989",0,0
"5294",Dec 1988,1988-12-09,"KIA.MOTORS",725999.9,0.43,448.34,21.3,"1988-1989",0,0
"5295",Dec 1988,1988-12-09,"LG",758159.8,0.46,462.78,253.1,"1988-1989",0,0
"5296",Dec 1988,1988-12-09,"LG.INTL.",240000,0.37,759.59,74.1,"1988-1989",0,0
"5297",Dec 1988,1988-12-09,"LS",171999.9,0.56,322.89,141,"1988-1989",0,0
"5298",Dec 1988,1988-12-09,"POSCO",2945986,0.61,81.4,141,"1988-1989",0,0
"5299",Dec 1988,1988-12-09,"SG.CHOONGBANG",83999.94,1.11,446.05,27.1,"1988-1989",0,0
"5300",Dec 1988,1988-12-09,"SK.NETWORKS",176943.6,0.68,690.82,8.3,"1988-1989",0,0
"5301",Dec 1988,1988-12-09,"TONGYANG",174950.4,0.61,438.68,4.7,"1988-1989",0,0
"5302",Dec 1988,1988-12-09,"TORAY.CHEMICAL.KOREA",120320,0.67,295.07,2.3,"1988-1989",0,0
"5303",Dec 1988,1988-12-12,"CJ.LOGISTICS",91079.94,0.78,242.34,5.6,"1988-1989",0,0
"5304",Dec 1988,1988-12-12,"DONG.A.SOCIO.HOLDINGS",69459.94,0.86,270.79,84.9,"1988-1989",0,0
"5305",Dec 1988,1988-12-12,"DONG.WHA.PHARM.",27710,0.83,220.44,99.9,"1988-1989",0,0
"5306",Dec 1988,1988-12-12,"DONGBU.HITEK",29064,0.94,376.21,1.6,"1988-1989",0,0
"5307",Dec 1988,1988-12-12,"GREEN.CROSS.HDG.",35510,0.71,100.32,19.7,"1988-1989",0,0
"5308",Dec 1988,1988-12-12,"GS.GLOBAL",102423.9,0.53,700.39,1.7,"1988-1989",0,0
"5309",Dec 1988,1988-12-12,"KCC",103399.9,0.68,227.09,38.1,"1988-1989",0,0
"5310",Dec 1988,1988-12-12,"KIA.MOTORS",734999.3,0.43,453.9,22.5,"1988-1989",0,0
"5311",Dec 1988,1988-12-12,"LG",764639.9,0.46,466.73,166.5,"1988-1989",0,0
"5312",Dec 1988,1988-12-12,"LG.INTL.",247999.9,0.36,784.91,193.4,"1988-1989",0,0
"5313",Dec 1988,1988-12-12,"LS",167999.9,0.58,315.38,76.5,"1988-1989",0,0
